pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_米面类
2022-11-16,3.45,320,2,11,-0.6994583270516471,0.7146733860429608,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-17,3.45,321,3,11,-0.6870527672236675,0.7266075247685652,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-18,3.45,322,4,11,-0.6744436188329457,0.7383263540031063,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-19,3.45,323,5,11,-0.661634618242279,0.749826401204568,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-20,3.45,324,6,11,-0.6486295610349818,0.7611042586607742,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-21,3.45,325,0,11,-0.6354323008901775,0.7721565844991641,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-22,3.45,326,1,11,-0.622046748440868,0.7829801036770624,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-23,3.45,327,2,11,-0.6084768701151264,0.7935716089521472,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-24,3.45,328,3,11,-0.594726686960764,0.8039279618328208,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-25,3.45,329,4,11,-0.5808002734538013,0.8140460935082175,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-26,3.45,330,5,11,-0.5667017562911184,0.8239230057575536,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-27,3.45,331,6,11,-0.5524353131676203,0.8335557718385695,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-28,3.45,332,0,11,-0.5380051715382992,0.8429415373547832,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-29,3.45,333,1,11,-0.5234156073655503,0.8520775211013093,3.45,3.45,3.45,3.45,3.45,True,True
2022-11-30,3.45,334,2,11,-0.5086709438521042,0.8609610158889945,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-01,3.45,335,3,12,-0.49377555015997737,0.8695893893466109,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-02,3.45,336,4,12,-0.4787338401157883,0.8779600847008883,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-03,3.45,337,5,12,-0.4635502709028512,0.8860706215341378,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-04,3.45,338,6,12,-0.4482293417404106,0.893918596519257,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-05,3.45,339,0,12,-0.4327755925504317,0.9015016841318838,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-06,3.45,340,1,12,-0.41719360261231697,0.9088176373395028,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-07,3.45,341,2,12,-0.4014879892059737,0.9158642882672868,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-08,3.45,342,3,12,-0.38566340624360745,0.9226395488404875,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-09,3.45,343,4,12,-0.3697245428906732,0.9291414114031743,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-10,3.45,344,5,12,-0.3536761221763721,0.935367949313148,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-11,3.45,345,6,12,-0.33752289959411347,0.941317317512847,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-12,3.45,346,0,12,-0.32126966169236515,0.9469877530760751,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-13,3.45,347,1,12,-0.3049212246562894,0.9523775757303973,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-14,3.45,348,2,12,-0.2884824328806098,0.9574851883550389,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-15,3.45,349,3,12,-0.27195815753410524,0.9623090774541487,3.45,3.45,3.45,3.45,3.45,True,True
2022-12-16,3.45,350,4,12,-0.2553532951161881,0.9668478136052773,3.45,3.45,3.45,3.45,3.45,True,True
